9789401081894	9789401081887	1.0	1.0	Advances in solar energy technology.	Advances in Solar energy technology.	Garg, H. P.	Garg, H. P.	9789401081894	9789401081887
9789401080248	034462597	1.0	1.0	Integrated computer-aided design of mechanical systems /	Integrated computer-aided design of mechanical systems /	Meguid, S. A.	Meguid, S. A.	9789401080248	9781851660216
9789401076371	01864922X	1.0	1.0	Facility Location and the Theory of Production /	Facility location and the theory of production /	Hurter, Arthur P.	Hurter, Arthur P.	9789401076371	9780898382839
9789401075701	01997101X	1.0	1.0	Agreement and anti-agreement :	Agreement and anti-agreement :	Steele, Susan.	Steele, Susan	9789401075701	9780792302605
9789401075619	019837461	1.0	1.0	Computation, logic, philosophy :	Computation, logic, philosophy :	Wang, Hao,	Wang, Hao	9789401075619	9787030002112|9780792302186
9789401075541	018179568	1.0	1.0	Hegel's epistemological realism :	Hegel's epistemological realism :	Westphal, Kenneth R.	Westphal, Kenneth R.	9789401075541	9780792301936
9789401073059	26359971X	1.0	1.0	The economics of energy security /	The economics of energy security :	Bohi, Douglas R.	Bohi, Douglas R.	9789401073059	9780792396857
9789401072656	054249082	1.0	1.0	Parsing with principles and classes of information /	Parsing with principles and classes of information /	Merlo, Paola.	Merlo, Paola	9789401072656	9780792341031
9789401072571	05369368X	1.0	1.0	Von Bolzano zu Husserl /	Von Bolzano zu Husserl :	Beyer, Christian.	Beyer, Christian	9789401072571	9780792340508
9789401072144	051976315	1.0	1.0	Art line thought /	Art line thought /	Mallin, Samuel B.	Mallin, Samuel B.	9789401072144	9780792337744
9789401071413	014332523	1.0	1.0	The birth of meaning in Hindu thought /	The birth of meaning in Hindu thought /	Zilberman, David B.	Zilberman, David B.	9789401071413	9789027724977
